date,HD,JNJ,INTC,AMD,MU,NVDA,TSM
5/14/19,191.62,66.97,45.17,27.32,38.51,162.04,41.97
5/13/19,190.34,66.49,44.76,26.24,37.38,158.45,40.99
5/10/19,194.58,67.22,46.2,27.96,38.94,168.82,42.83
5/9/19,194.58,66.04,46.62,27.21,39.27,170.19,43.25
5/8/19,195.17,66.02,49.24,27.09,39.75,173.92,43.7
5/7/19,194.77,66.33,50.48,26.66,40.26,173.11,43.76
5/6/19,199.63,66.22,51.22,27.42,42.13,179.85,43.76
5/3/19,200.56,66.89,51.75,28.22,43.33,183.01,44.71
5/2/19,201.01,66.85,50.55,28.29,42.56,183.19,44.4
5/1/19,198.8,67.58,50.76,26.81,41.9,180.47,43.82
4/30/19,203.7,67.93,51.04,27.63,42.06,181.0,43.82
4/29/19,202.16,68.62,51.11,27.69,42.11,179.33,43.83
4/26/19,203.61,68.73,52.43,27.88,42.1,178.09,43.94
4/25/19,206.5,69.76,57.61,27.66,42.75,186.91,44.48
4/24/19,206.72,70.03,58.72,28.46,43.03,191.17,45.41
4/23/19,206.05,69.87,58.78,27.97,42.77,190.67,45.42
4/22/19,204.78,69.93,58.82,28.18,43.4,188.47,45.15
4/18/19,205.66,69.14,58.49,27.68,43.4,186.3,45.4
4/17/19,206.55,69.73,58.56,27.49,43.15,187.29,44.39
4/16/19,204.47,70.24,56.71,27.93,42.76,188.21,43.01
4/15/19,204.86,70.09,56.28,27.33,41.82,184.7,42.61
4/12/19,203.85,70.6,56.42,27.85,42.01,190.01,42.58
4/11/19,201.48,70.04,55.8,27.79,42.28,191.54,42.1
4/10/19,199.43,69.81,55.75,27.83,42.17,192.1,42.37
4/9/19,200.9,69.87,55.32,27.24,41.72,189.26,42.21
4/8/19,203.55,70.52,55.68,28.53,42.9,191.79,42.39
4/5/19,202.06,70.54,55.6,28.98,43.32,190.95,42.23
4/4/19,200.45,69.48,55.92,29.09,42.89,188.26,42.04
4/3/19,198.61,69.32,55.48,29.02,43.9,188.62,41.79
4/2/19,194.31,70.21,54.36,26.75,42.44,183.0,41.27
4/1/19,195.64,70.35,54.51,26.36,42.25,182.28,41.37
3/29/19,191.89,69.84,53.7,25.52,41.33,179.56,40.96
3/28/19,190.06,69.38,53.11,25.06,39.34,177.25,40.34
3/27/19,189.25,68.84,53.16,24.89,39.23,176.5,40.2
3/26/19,189.34,69.29,53.44,25.69,40.32,176.87,40.4
3/25/19,189.68,69.28,52.78,25.97,40.55,173.78,39.92
3/22/19,188.75,69.01,53.26,26.37,41.62,177.5,40.43
3/21/19,189.97,69.85,54.64,27.89,43.99,183.94,41.04
3/20/19,186.1,68.8,53.82,25.7,40.13,174.4,39.85
3/19/19,184.13,68.31,54.17,26.0,40.37,175.71,39.76
3/18/19,183.42,68.37,54.1,23.25,39.61,168.95,39.85
3/15/19,182.23,66.85,54.33,23.29,39.54,169.81,39.65
3/14/19,181.61,67.12,53.44,22.82,38.41,165.56,38.82
3/13/19,181.14,67.31,54.37,23.38,38.83,168.62,39.21
3/12/19,184.0,66.75,53.57,23.49,39.25,162.52,38.9
3/11/19,182.44,66.29,53.35,22.96,39.03,161.14,38.64
3/8/19,181.23,65.58,52.48,22.01,38.65,150.64,38.2
3/7/19,182.51,65.89,52.6,22.08,37.83,149.26,38.63
3/6/19,184.45,65.43,52.95,22.41,37.93,152.05,38.79
3/5/19,184.0,65.95,53.68,23.5,39.99,156.52,39.02
3/4/19,183.81,65.9,53.94,23.37,41.06,156.78,39.15
3/1/19,185.17,65.87,53.3,23.68,41.58,156.45,39.39
2/28/19,185.14,64.26,52.96,23.53,40.88,154.26,39.05
2/27/19,183.67,65.15,53.24,23.48,41.32,155.41,39.45
2/26/19,188.3,64.29,53.23,24.21,42.96,157.1,39.6
2/25/19,189.98,67.65,53.1,24.71,42.75,158.69,39.58
2/22/19,192.39,67.87,52.49,24.36,42.57,159.19,39.39
2/21/19,191.82,67.8,51.41,23.92,41.53,155.77,38.98
2/20/19,191.85,68.12,51.39,23.95,42.21,158.55,39.0
2/19/19,192.33,68.58,51.4,23.95,41.96,156.64,38.46
2/15/19,192.39,67.71,51.66,23.68,41.99,157.34,38.09
2/14/19,187.71,66.68,50.81,23.13,42.23,154.53,38.06
2/13/19,188.41,66.08,50.47,22.85,41.68,152.88,38.13
2/12/19,185.52,65.21,50.01,22.82,40.4,151.17,38.64
2/11/19,182.92,65.05,48.77,22.96,38.58,146.45,38.29
2/8/19,184.54,65.02,48.84,23.05,38.58,148.17,37.79
2/7/19,184.07,65.14,49.23,22.67,39.38,147.42,38.12
2/6/19,184.72,65.77,49.9,23.26,41.52,153.0,38.74
2/5/19,186.39,66.21,50.01,23.31,39.37,149.95,38.25
2/4/19,186.43,65.99,49.22,24.13,39.47,149.18,37.94
2/1/19,184.37,65.16,48.73,24.51,39.6,144.73,37.57
1/31/19,183.53,64.21,47.12,24.41,38.22,143.75,37.62
1/30/19,182.18,64.2,47.54,23.09,38.24,137.39,37.38
1/29/19,179.69,63.6,46.54,19.25,37.39,131.6,36.33
1/28/19,179.83,62.29,46.71,20.18,38.08,138.01,37.44
1/25/19,180.4,62.44,47.04,21.93,38.96,160.15,38.14
1/24/19,177.29,62.65,49.76,20.85,36.59,157.84,37.64
1/23/19,176.89,62.55,47.94,19.8,34.24,149.29,36.49
1/22/19,177.11,62.58,48.27,19.76,33.87,148.77,36.37
1/18/19,179.58,63.19,49.19,20.77,35.76,156.93,36.84
1/17/19,174.87,61.9,48.47,20.25,33.88,151.72,36.29
1/16/19,177.04,61.17,48.13,19.73,33.58,148.84,35.64
1/15/19,176.47,60.96,48.6,20.38,33.99,149.87,36.04
1/14/19,178.81,59.37,48.35,20.23,34.67,150.44,35.76
1/11/19,179.41,59.8,48.93,20.27,36.01,148.83,36.61
1/10/19,179.06,60.04,48.56,19.74,35.91,145.23,36.42
1/9/19,179.73,59.73,48.01,20.19,35.44,142.58,35.61
1/8/19,177.89,58.87,47.74,20.75,33.74,139.83,34.94
1/7/19,177.04,57.64,47.44,20.57,34.0,143.4,35.23
1/4/19,173.62,56.65,47.22,19.0,32.7,136.19,34.97
1/3/19,168.61,54.28,44.49,17.05,31.0,127.99,34.36
1/2/19,172.41,54.41,47.08,18.83,32.75,136.22,36.52
12/31/18,171.82,53.95,46.93,18.46,31.73,133.5,36.91
12/28/18,170.22,52.98,46.75,17.82,31.57,133.65,37.14
12/27/18,170.32,53.32,46.36,17.49,31.93,131.17,36.78
12/26/18,168.28,53.7,46.19,17.9,30.89,133.1,36.76
12/24/18,158.14,50.79,43.59,16.65,29.02,127.08,35.29
12/21/18,160.48,53.9,44.84,16.93,30.32,129.57,35.71
12/20/18,164.16,54.52,45.54,17.94,31.28,135.1,35.88
12/19/18,167.56,55.89,45.57,18.16,31.41,138.51,36.23
12/18/18,170.04,56.47,47.74,19.5,34.11,146.94,36.76
12/17/18,167.97,58.6,47.08,18.83,33.88,143.58,36.22
12/14/18,172.29,60.19,47.86,19.9,34.2,146.45,36.53
12/13/18,173.87,61.45,48.29,19.86,35.02,148.89,37.33
12/12/18,174.21,59.71,47.83,20.48,36.03,148.9,37.38
12/11/18,172.21,58.98,47.38,19.98,35.21,148.19,36.7
12/10/18,171.69,59.16,47.21,19.99,34.8,151.86,36.43
12/7/18,172.79,59.99,46.24,19.46,35.31,147.61,36.52
12/6/18,175.96,59.37,48.37,21.3,37.67,158.29,36.86
12/4/18,175.3,60.6,47.75,21.12,36.88,157.11,37.44
12/3/18,181.74,62.75,50.13,23.71,40.03,170.04,38.73
11/30/18,180.32,61.43,49.31,21.3,38.56,163.43,37.59
11/29/18,175.66,61.34,47.7,21.43,37.91,157.36,37.93
11/28/18,177.43,60.52,48.86,21.34,38.71,160.07,38.01
11/27/18,173.22,59.75,48.07,21.05,37.0,153.73,36.8
11/26/18,169.82,59.53,47.45,20.08,36.57,153.05,36.84
11/23/18,168.85,59.1,46.54,19.38,36.4,145.0,35.96
11/21/18,169.3,60.99,47.03,18.73,36.38,144.71,36.17
11/20/18,169.05,60.34,47.39,19.21,36.12,149.08,35.64
11/19/18,173.59,62.28,48.0,19.11,36.83,144.7,36.05
11/16/18,177.02,62.2,48.83,20.66,39.44,164.43,36.87
11/15/18,177.36,61.36,48.11,21.49,39.91,202.39,38.52
11/14/18,179.9,60.37,47.09,20.81,38.03,197.19,37.84
11/13/18,179.0,61.01,47.39,19.61,37.85,199.31,37.4
11/12/18,179.43,62.39,46.65,19.03,37.44,189.54,37.06
11/9/18,185.99,63.09,48.11,21.03,39.11,205.67,38.07
11/8/18,188.0,63.97,48.99,21.2,40.44,205.99,38.7
11/7/18,187.23,64.07,48.72,21.84,40.93,213.79,39.18
11/6/18,182.01,63.69,47.25,20.68,39.8,211.06,38.73
11/5/18,182.19,63.95,47.97,19.9,39.92,211.77,38.48
11/2/18,179.93,62.53,47.11,20.23,40.32,214.92,38.78
11/1/18,180.46,64.81,48.22,20.22,40.12,218.11,39.05
10/31/18,175.88,65.6,46.88,18.21,37.72,210.83,38.1
10/30/18,176.24,63.27,47.76,17.2,36.01,203.0,37.78
10/29/18,173.2,63.23,45.4,16.85,34.66,185.62,36.33
10/26/18,172.23,63.34,45.69,17.63,35.4,198.29,36.67
10/25/18,179.07,64.61,44.31,19.27,36.78,207.84,37.39
10/24/18,176.97,63.64,42.42,22.79,35.43,199.41,36.48
10/23/18,178.53,65.9,44.5,25.09,38.68,221.06,38.0
10/22/18,178.75,66.98,45.01,25.03,39.76,231.22,38.72
10/19/18,179.85,67.79,44.0,23.66,40.45,229.17,38.45
10/18/18,180.44,66.92,44.97,26.62,41.3,239.53,38.54
10/17/18,185.17,67.02,45.89,27.3,42.35,243.06,39.57
10/16/18,193.58,67.46,45.94,28.18,43.21,245.83,40.01
10/15/18,191.17,64.81,44.53,26.26,42.34,235.38,38.75
10/12/18,192.47,65.02,44.88,26.34,42.47,246.54,39.66
10/11/18,189.74,65.22,44.23,25.3,41.97,235.13,38.94
10/10/18,193.7,67.31,44.8,25.0,41.61,245.69,39.35
10/9/18,195.75,68.72,46.55,27.24,42.27,265.54,40.9
10/8/18,198.41,68.4,47.03,26.46,43.07,265.77,40.96
10/5/18,196.38,68.61,47.03,27.35,43.58,269.86,41.63
10/4/18,198.85,68.48,48.13,27.78,44.16,279.29,42.43
10/3/18,203.74,68.43,48.76,28.43,45.15,286.73,43.96
10/2/18,204.75,67.88,48.1,29.02,45.76,286.48,43.62
10/1/18,207.6,68.95,46.45,31.42,45.15,289.36,44.66
9/28/18,207.15,67.79,47.29,30.89,45.23,281.02,44.16
9/27/18,206.84,68.18,45.88,32.59,44.99,267.4,44.76
9/26/18,207.52,68.41,45.7,32.19,44.35,266.92,44.27
9/25/18,207.46,68.43,45.91,32.57,44.64,268.41,44.17
9/24/18,207.99,67.87,46.91,32.61,45.16,265.7,44.89
9/21/18,212.39,69.11,46.66,31.02,44.74,263.45,44.06
9/20/18,211.06,68.61,47.2,31.18,46.06,266.28,44.17
9/19/18,211.68,69.52,46.15,31.21,45.06,271.98,44.02
9/18/18,211.02,69.14,46.1,31.93,45.33,271.02,43.56
9/17/18,208.4,67.97,45.42,32.43,43.58,273.93,43.76
9/14/18,209.07,66.39,45.54,32.72,44.3,276.43,44.41
9/13/18,209.45,65.96,45.57,30.48,43.62,271.34,43.43
9/12/18,211.98,65.11,44.93,32.21,41.74,268.2,43.94
9/11/18,213.85,65.02,44.93,30.1,43.6,272.8,44.55
9/10/18,210.69,64.56,46.3,29.89,44.9,274.73,44.62
9/7/18,206.23,65.84,46.45,27.38,44.86,271.86,44.88
9/6/18,205.89,66.01,47.26,27.84,44.65,272.72,44.05
9/5/18,204.15,66.08,47.72,28.51,49.54,278.42,44.22
9/4/18,205.08,65.7,47.96,28.06,51.93,283.7,44.11
8/31/18,200.77,65.91,48.43,25.17,52.52,280.68,43.6
8/30/18,199.26,66.45,48.24,24.89,52.76,277.81,43.46
8/29/18,201.68,66.68,48.75,25.2,51.83,278.49,44.13
8/28/18,201.97,67.32,48.57,25.05,52.34,274.38,42.35
8/27/18,201.98,67.81,48.35,25.26,52.07,275.9,41.53
8/24/18,201.3,67.49,47.66,23.98,50.7,272.22,41.24
8/23/18,200.16,67.22,46.98,22.29,49.7,266.84,40.68
8/22/18,198.97,68.22,47.05,20.9,50.24,262.82,40.9
8/21/18,200.23,67.47,47.62,20.4,49.94,253.32,40.89
8/20/18,197.93,67.84,46.5,19.98,48.07,247.84,40.1
8/17/18,195.56,67.52,47.1,19.77,47.11,244.82,40.13
8/16/18,195.39,67.15,47.17,19.33,47.1,257.44,40.41
8/15/18,193.99,66.95,47.46,19.7,47.49,259.08,40.45
8/14/18,193.1,68.55,48.12,20.02,50.62,261.43,40.91
8/13/18,194.14,68.04,48.45,19.73,51.34,256.12,40.71
8/10/18,196.3,68.9,48.85,19.06,51.37,254.79,41.03
8/9/18,198.08,68.74,50.14,19.1,52.26,256.46,41.84
8/8/18,198.02,68.61,49.96,19.58,53.39,258.42,41.97
8/7/18,197.05,68.24,49.7,19.56,53.04,256.95,41.24
8/6/18,195.69,68.21,49.3,19.43,52.67,254.03,41.07
8/3/18,195.64,67.51,49.63,18.49,52.81,252.1,41.69
8/2/18,195.66,68.5,49.48,18.79,53.4,250.62,41.55
8/1/18,196.3,68.12,48.81,18.48,52.29,246.47,41.71
7/31/18,197.52,70.44,48.1,18.33,52.79,244.86,41.21
7/30/18,197.28,70.58,47.69,19.42,53.01,244.13,41.09
7/27/18,197.14,70.12,47.68,18.94,53.96,252.02,41.45
7/26/18,199.4,71.29,52.16,18.35,53.76,254.84,40.82
7/25/18,201.0,70.89,52.43,16.05,53.39,251.87,40.89
7/24/18,201.99,70.38,52.18,16.19,53.17,248.71,40.39
7/23/18,202.23,70.15,52.31,16.66,54.29,249.41,40.74
7/20/18,202.45,69.93,51.91,16.5,55.02,250.89,40.73
7/19/18,202.63,70.44,51.98,16.71,56.22,252.03,39.81
7/18/18,200.97,70.13,51.72,16.85,57.45,251.7,38.41
7/17/18,201.1,70.33,51.75,16.87,56.96,253.69,38.04
7/16/18,198.88,70.01,52.01,16.58,56.15,248.2,37.79
7/13/18,198.69,71.4,52.22,16.27,56.35,249.32,37.77
7/12/18,197.95,70.86,52.35,16.56,55.45,251.23,37.31
7/11/18,196.95,70.31,51.2,16.27,54.18,247.53,36.97
7/10/18,197.61,71.22,52.16,16.55,55.74,253.25,37.93
7/9/18,196.08,71.31,51.86,16.61,54.31,249.25,37.83
7/6/18,194.48,71.21,51.37,16.36,53.23,247.33,37.27
7/5/18,194.41,70.23,50.75,15.5,52.84,242.73,36.59
7/3/18,193.62,69.33,49.47,15.0,51.48,236.84,36.39
7/2/18,194.02,68.95,50.2,15.16,54.48,242.24,36.54
6/29/18,195.1,69.83,49.71,14.99,52.44,236.9,36.56
6/28/18,195.21,69.93,49.25,15.31,53.14,240.86,35.94
6/27/18,195.02,69.75,48.76,14.97,52.26,235.72,35.51
6/26/18,196.36,69.72,49.67,15.5,54.59,241.99,36.46
6/25/18,196.38,68.7,50.71,15.11,53.16,239.12,36.51
6/22/18,197.41,69.99,52.5,15.8,57.1,250.95,38.12
6/21/18,200.31,68.78,52.19,15.65,59.44,257.11,37.62
6/20/18,199.08,70.07,53.46,16.52,58.95,262.31,38.35
6/19/18,199.21,68.79,52.93,16.69,59.25,260.17,37.56
6/18/18,200.69,68.52,53.22,17.11,58.45,265.09,38.25
6/15/18,200.54,67.78,55.11,16.34,58.23,265.26,38.69
6/14/18,199.67,69.34,55.54,16.25,59.18,266.91,38.6
6/13/18,200.31,68.87,55.03,16.32,60.05,262.4,39.05
6/12/18,201.31,69.24,54.82,15.85,60.55,262.58,39.2
6/11/18,199.64,69.02,54.52,15.73,61.39,260.62,38.76
6/8/18,198.33,68.45,55.05,15.25,61.39,262.28,38.93
6/7/18,196.17,68.55,55.88,14.89,59.63,262.9,39.52
6/6/18,193.59,67.66,57.03,15.67,59.42,265.15,39.56
6/5/18,191.94,68.57,56.53,14.85,59.41,265.07,39.54
6/4/18,191.36,68.3,56.83,14.85,59.1,264.85,39.97
6/1/18,187.35,68.51,57.08,14.4,58.74,257.62,39.2
5/31/18,186.55,68.16,55.2,13.73,57.59,252.19,38.7
5/30/18,187.09,68.23,55.68,13.82,62.57,252.99,38.34
5/29/18,185.0,66.3,55.32,13.36,62.62,248.59,38.16
5/25/18,186.85,65.89,55.44,13.54,61.35,249.28,39.3
5/24/18,187.15,66.38,54.75,13.41,61.49,247.69,39.27
5/23/18,186.67,66.73,55.21,13.1,59.97,247.54,39.65
5/22/18,186.87,66.06,54.45,12.98,59.03,242.7,39.64
5/21/18,189.79,66.49,54.32,12.99,55.48,244.24,39.47
5/18/18,187.42,66.27,53.5,13.0,53.39,245.94,38.42
5/17/18,185.33,66.52,54.81,12.82,54.7,247.71,38.96
5/16/18,186.38,66.65,54.64,12.82,56.5,246.01,39.79
5/15/18,187.98,66.67,53.92,12.45,54.01,245.56,39.3
5/14/18,191.08,66.59,54.9,12.23,53.0,255.36,39.95
5/11/18,190.31,65.82,54.67,11.95,51.82,254.53,39.91
5/10/18,187.16,65.3,54.98,12.13,52.66,260.13,39.77
5/9/18,186.36,64.71,54.34,11.95,51.01,255.78,39.35
5/8/18,185.04,63.94,53.63,11.61,48.57,250.4,39.18
5/7/18,183.56,64.07,53.33,11.59,48.48,248.68,38.45
5/4/18,185.03,63.45,52.78,11.28,47.58,239.06,38.59
